2024-01-06 19:32:37 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.105
2024-01-05 05:08:05 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.51
2024-01-07 06:37:04 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.101
2024-01-06 10:33:37 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.233
2024-01-07 14:23:03 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.60
2024-01-07 08:15:29 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.182
2024-01-01 11:03:50 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.149
2024-01-01 21:41:54 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.205
2024-01-01 08:22:29 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.83
2024-01-07 22:47:04 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.207
2024-01-07 22:32:35 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.173
2024-01-04 13:56:43 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.194
2024-01-04 09:46:59 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.162
2024-01-01 14:27:26 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.34
2024-01-01 19:10:01 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.233
2024-01-06 21:07:39 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.145
2024-01-01 13:39:24 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.26
2024-01-01 23:25:18 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.224
2024-01-02 08:41:15 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.224
2024-01-04 16:48:48 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.171
2024-01-02 15:05:15 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.130
2024-01-07 06:57:33 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.94
2024-01-01 12:20:27 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.214
2024-01-06 05:26:47 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.71
2024-01-07 02:26:32 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.110
2024-01-01 02:26:01 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.104
2024-01-03 22:08:04 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.222
2024-01-03 10:38:34 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.158
2024-01-06 11:28:15 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.111
2024-01-03 11:58:51 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.53
2024-01-04 07:24:56 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.72
2024-01-06 18:43:22 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.106
2024-01-05 17:05:02 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.153
2024-01-07 00:25:40 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.34
2024-01-07 10:48:07 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.60
2024-01-01 15:51:09 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.208
2024-01-05 17:25:48 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.136
2024-01-04 04:31:39 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.231
2024-01-05 18:58:50 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.2
2024-01-06 00:59:19 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.103
2024-01-07 09:27:01 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.97
2024-01-06 07:14:02 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.122
2024-01-02 17:56:42 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.193
2024-01-06 13:54:36 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.154
2024-01-02 20:17:56 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.230
2024-01-02 16:02:24 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.133
2024-01-05 09:22:46 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.189
2024-01-05 23:23:38 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.10
2024-01-02 11:30:32 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.219
2024-01-02 14:31:58 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.72
2024-01-06 11:11:41 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.158
2024-01-06 07:15:45 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.211
2024-01-03 18:34:26 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.50
2024-01-07 05:47:09 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.18
2024-01-07 05:23:32 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.225
2024-01-06 12:06:38 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.46
2024-01-03 11:42:41 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.3
2024-01-01 15:55:26 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.26
2024-01-04 22:19:46 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.183
2024-01-02 00:42:55 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.30
2024-01-06 03:58:30 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.236
2024-01-06 12:28:01 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.54
2024-01-05 21:07:04 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.114
2024-01-02 05:48:44 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.56
2024-01-07 06:08:16 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.170
2024-01-05 07:44:10 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.32
2024-01-06 08:47:18 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.67
2024-01-06 07:44:12 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.216
2024-01-05 05:51:05 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.45
2024-01-05 21:29:22 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.217
2024-01-01 18:33:09 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.74
2024-01-01 13:57:47 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.141
2024-01-07 21:17:49 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.126
2024-01-04 21:51:26 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.44
2024-01-03 04:00:01 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.236
2024-01-07 22:16:23 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.87
2024-01-03 22:19:35 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.95
2024-01-02 18:34:00 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.203
2024-01-03 00:30:08 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.36
2024-01-06 02:17:02 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.165
2024-01-03 13:20:37 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.213
2024-01-06 07:19:13 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.121
2024-01-02 11:52:14 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.7
2024-01-01 08:46:40 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.104
2024-01-02 20:48:18 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.175
2024-01-01 18:26:06 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.95
2024-01-03 10:06:52 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.162
2024-01-03 22:16:26 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.247
2024-01-05 23:25:57 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.199
2024-01-02 16:22:04 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.232
2024-01-06 10:32:15 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.130
2024-01-01 08:13:51 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.214
2024-01-05 21:48:21 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.113
2024-01-02 03:57:51 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.24
2024-01-04 19:20:09 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.213
2024-01-01 03:12:35 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.206
2024-01-05 07:37:49 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.36
2024-01-06 16:52:02 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.37
2024-01-01 13:16:59 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.82
2024-01-06 11:33:47 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.3
2024-01-06 03:46:00 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.59
2024-01-03 03:59:36 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.232
2024-01-04 15:33:40 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.134
2024-01-06 14:10:20 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.111
2024-01-02 08:08:33 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.169
2024-01-05 12:41:54 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.108
2024-01-03 19:30:32 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.110
2024-01-01 19:18:16 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.183
2024-01-06 16:17:43 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.100
2024-01-02 10:14:04 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.180
2024-01-01 16:26:49 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.140
2024-01-02 15:19:44 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.190
2024-01-02 15:50:00 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.177
2024-01-02 19:58:20 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.136
2024-01-07 10:10:54 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.183
2024-01-04 00:20:58 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.5
2024-01-05 12:18:38 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.118
2024-01-03 19:23:28 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.45
2024-01-05 22:56:05 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.162
2024-01-01 17:52:35 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.150
2024-01-01 23:48:24 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.68
2024-01-04 13:08:51 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.6
2024-01-01 07:59:22 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.204
2024-01-03 17:46:50 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.159
2024-01-07 16:21:56 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.251
2024-01-05 18:03:59 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.174
2024-01-01 07:47:57 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.18
2024-01-04 10:51:25 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.37
2024-01-06 10:59:07 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.251
2024-01-07 16:45:06 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.219
2024-01-04 22:01:01 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.250
2024-01-03 08:49:01 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.159
2024-01-03 06:37:32 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.7
2024-01-04 23:56:00 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.246
2024-01-06 17:31:49 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.139
2024-01-04 22:50:08 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.166
2024-01-06 12:44:24 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.30
2024-01-07 22:57:55 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.197
2024-01-05 01:43:30 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.35
2024-01-05 01:00:18 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.110
2024-01-02 04:01:40 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.13
2024-01-01 18:42:05 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.4
2024-01-04 05:50:23 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.50
2024-01-01 02:06:14 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.3
2024-01-01 06:32:41 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.249
2024-01-06 21:31:51 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.245
2024-01-05 18:06:07 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.157
2024-01-06 06:52:40 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.189
2024-01-07 06:13:13 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.114
2024-01-06 06:11:58 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.229
2024-01-06 19:09:29 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.64
2024-01-03 04:43:30 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.21
2024-01-07 20:56:41 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.28
2024-01-04 18:19:38 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.178
2024-01-02 00:54:23 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.121
2024-01-03 08:17:33 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.151
2024-01-03 20:38:20 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.217
2024-01-03 13:20:09 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.16
2024-01-06 16:56:44 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.122
2024-01-04 19:42:58 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.166
2024-01-04 20:20:46 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.65
2024-01-04 06:17:46 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.84
2024-01-02 09:37:07 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.62
2024-01-02 06:08:57 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.118
2024-01-05 02:33:57 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.173
2024-01-02 15:37:08 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.148
2024-01-04 13:25:32 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.33
2024-01-02 05:19:41 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.180
2024-01-03 16:29:39 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.97
2024-01-07 04:59:40 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.1
2024-01-04 20:29:57 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.15
2024-01-04 17:36:07 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.251
2024-01-02 10:42:24 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.72
2024-01-04 16:49:37 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.236
2024-01-05 11:47:43 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.145
2024-01-03 13:14:49 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.105
2024-01-06 15:57:16 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.150
2024-01-05 21:04:35 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.58
2024-01-01 06:12:01 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.14
2024-01-02 00:52:24 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.139
2024-01-05 21:04:38 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.48
2024-01-01 04:03:07 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.134
2024-01-01 03:01:26 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.205
2024-01-05 22:42:05 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.167
2024-01-05 19:37:21 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.83
2024-01-01 23:33:38 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.8
2024-01-04 02:12:01 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.5
2024-01-05 17:16:46 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.197
2024-01-06 12:15:23 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.250
2024-01-03 06:50:12 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.229
2024-01-06 21:44:57 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.74
2024-01-05 21:25:35 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.196
2024-01-04 00:35:47 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.108
2024-01-07 17:08:31 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.226
2024-01-04 16:27:07 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.113
2024-01-02 02:25:13 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.3
2024-01-07 17:53:01 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.121
2024-01-04 17:18:03 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.8
2024-01-06 09:15:29 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.123
2024-01-02 08:33:57 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.93
2024-01-04 10:32:15 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.78
2024-01-07 06:11:13 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.151
2024-01-01 06:16:49 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.161
2024-01-01 06:37:48 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.221
2024-01-06 06:06:56 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.229
2024-01-05 01:42:10 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.205
2024-01-02 16:17:30 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.222
2024-01-02 03:26:15 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.1
2024-01-06 19:19:06 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.14
2024-01-01 02:49:16 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.61
2024-01-05 15:18:54 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.178
2024-01-03 19:12:49 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.145
2024-01-01 07:22:50 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.74
2024-01-02 23:44:58 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.160
2024-01-03 04:40:03 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.161
2024-01-05 05:17:02 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.195
2024-01-07 15:39:41 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.22
2024-01-01 02:28:49 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.131
2024-01-06 10:05:08 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.170
2024-01-05 05:36:56 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.104
2024-01-01 02:29:50 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.236
2024-01-06 03:08:12 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.58
2024-01-03 05:52:18 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.162
2024-01-01 20:05:30 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.213
2024-01-05 20:20:08 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.237
2024-01-05 21:29:38 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.4
2024-01-07 20:52:58 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.221
2024-01-02 07:12:50 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.156
2024-01-07 07:21:45 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.105
2024-01-05 14:43:22 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.88
2024-01-05 23:43:40 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.233
2024-01-07 12:54:12 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.235
2024-01-07 00:12:28 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.35
2024-01-03 23:49:51 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.166
2024-01-04 18:59:40 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.214
2024-01-02 17:28:17 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.252
2024-01-03 04:43:41 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.208
2024-01-05 03:39:41 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.231
2024-01-07 04:43:21 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.144
2024-01-01 08:40:34 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.163
2024-01-07 12:47:01 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.152
2024-01-03 00:09:03 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.168
2024-01-03 19:39:13 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.49
2024-01-04 21:56:12 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.61
2024-01-02 22:28:56 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.199
2024-01-05 10:54:50 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.10
2024-01-06 11:46:41 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.138
2024-01-05 10:01:02 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.45
2024-01-04 06:44:02 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.191
2024-01-07 02:34:49 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.14
2024-01-04 13:23:47 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.226
2024-01-02 16:56:53 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.136
2024-01-01 03:24:14 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.141
2024-01-03 10:42:53 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.9
2024-01-01 12:45:23 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.239
2024-01-01 11:54:14 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.6
2024-01-05 06:14:41 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.23
2024-01-01 23:22:46 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.29
2024-01-06 16:04:45 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.97
2024-01-02 15:35:21 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.120
2024-01-05 22:16:30 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.219
2024-01-05 13:51:03 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.160
2024-01-04 05:10:30 | User=user3 | Action=Failed | Location=Remote | IP=192.168.1.66
2024-01-02 03:43:24 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.195
2024-01-06 13:53:49 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.57
2024-01-05 18:12:03 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.196
2024-01-03 08:27:51 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.91
2024-01-06 14:58:35 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.66
2024-01-03 02:13:27 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.47
2024-01-06 22:34:34 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.103
2024-01-05 21:57:38 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.128
2024-01-01 00:16:27 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.51
2024-01-03 05:15:03 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.213
2024-01-02 21:43:28 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.221
2024-01-07 07:47:47 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.237
2024-01-03 11:22:10 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.155
2024-01-04 16:52:27 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.18
2024-01-07 11:16:35 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.169
2024-01-04 15:25:58 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.67
2024-01-04 12:32:31 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.32
2024-01-04 04:01:18 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.252
2024-01-04 16:01:57 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.232
2024-01-03 22:11:11 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.103
2024-01-04 02:48:39 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.233
2024-01-03 06:26:25 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.229
2024-01-01 04:52:18 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.156
2024-01-01 23:18:13 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.124
2024-01-05 22:52:57 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.111
2024-01-07 16:37:33 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.108
2024-01-02 15:57:59 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.150
2024-01-02 05:49:06 | User=user2 | Action=Failed | Location=Remote | IP=192.168.1.104
2024-01-07 04:10:30 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.211
2024-01-04 08:48:53 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.211
2024-01-06 04:33:19 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.88
2024-01-04 22:25:54 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.169
2024-01-07 21:22:59 | User=admin@company.com | Action=Success | Location=Local | IP=192.168.1.50
2024-01-02 04:07:33 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.107
2024-01-05 09:35:48 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.148
2024-01-01 04:07:34 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.45
2024-01-03 02:07:39 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.13
2024-01-07 00:42:35 | User=user3@company.com | Action=Success | Location=Local | IP=192.168.1.249
2024-01-04 07:35:18 | User=user1@company.com | Action=Success | Location=Local | IP=192.168.1.134
2024-01-02 08:11:42 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.220
2024-01-01 21:44:36 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.117
2024-01-01 13:42:02 | User=user2@company.com | Action=Success | Location=Local | IP=192.168.1.127
2024-01-02 02:47:37 | User=user1 | Action=Failed | Location=Remote | IP=192.168.1.2
